景德镇,2019年12月04日,晴/晴,16℃/3℃,北风1-2级/北风1-2级
景德镇,2019年12月05日,多云/多云,15℃/5℃,东北风1-2级/东北风1-2级
景德镇,2019年12月06日,晴/晴,15℃/2℃,东北风1-2级/东北风1-2级
景德镇,2019年12月07日,晴/晴,15℃/1℃,东北风1-2级/东北风1-2级
景德镇,2019年12月08日,晴/晴,17℃/2℃,西北风1-2级/西北风1-2级
景德镇,2019年12月09日,晴/晴,18℃/3℃,西南风1-2级/西南风1-2级
景德镇,2019年12月10日,晴/晴,18℃/4℃,西风1-2级/西风1-2级
景德镇,2019年12月11日,晴/晴,20℃/4℃,北风1-2级/北风1-2级
景德镇,2019年12月12日,晴/晴,22℃/6℃,东风1-2级/东风1-2级
九江,2019年11月01日,多云/多云,26℃/13℃,北风1-2级/北风1-2级
九江,2019年11月02日,小雨/小雨,24℃/14℃,北风1-2级/北风1-2级
九江,2019年11月03日,晴/晴,25℃/13℃,东北风1-2级/东北风1-2级
九江,2019年11月04日,晴/晴,23℃/11℃,北风1-2级/北风1-2级
九江,2019年11月05日,多云/多云,23℃/12℃,北风3-4级/北风3-4级
九江,2019年11月06日,多云/小雨,20℃/13℃,北风1-2级/北风1-2级
九江,2019年11月07日,阴/多云,21℃/11℃,北风3-4级/北风3-4级
九江,2019年11月08日,晴/晴,22℃/10℃,北风1-2级/北风1-2级
九江,2019年11月09日,多云/多云,22℃/10℃,东北风1-2级/东北风1-2级
九江,2019年11月10日,多云/多云,23℃/11℃,北风3-4级/北风3-4级
九江,2019年11月11日,多云/多云,24℃/11℃,北风1-2级/北风1-2级
九江,2019年11月12日,小雨/小雨,17℃/13℃,东南风1-2级/东南风1-2级
九江,2019年11月13日,小雨/多云,19℃/8℃,北风3-4级/北风3-4级
九江,2019年11月14日,晴/晴,20℃/10℃,北风1-2级/北风1-2级
九江,2019年11月15日,晴/晴,24℃/9℃,北风1-2级/北风1-2级
九江,2019年11月16日,晴/多云,26℃/14℃,北风1-2级/北风1-2级
九江,2019年11月17日,多云/小雨,26℃/8℃,北风4-5级/北风4-5级
九江,2019年11月18日,中雨/多云,8℃/5℃,北风1-2级/北风1-2级
九江,2019年11月19日,晴/多云,13℃/4℃,北风3-4级/北风3-4级
九江,2019年11月20日,晴/晴,16℃/8℃,北风3-4级/北风3-4级
九江,2019年11月21日,晴/晴,18℃/8℃,东北风3-4级/东北风3-4级
九江,2019年11月22日,晴/晴,21℃/9℃,北风1-2级/北风1-2级
九江,2019年11月23日,多云/多云,23℃/12℃,北风1-2级/北风1-2级
九江,2019年11月24日,多云/小雨,22℃/6℃,北风1-2级/北风1-2级
九江,2019年11月25日,小雨/小雨,9℃/6℃,北风4-5级/北风4-5级
九江,2019年11月26日,小雨/小雨,8℃/6℃,东北风1-2级/东北风1-2级
九江,2019年11月27日,小雨/小雨,8℃/6℃,北风3-4级/北风3-4级
九江,2019年11月28日,多云/多云,8℃/3℃,北风4-5级/北风4-5级
九江,2019年11月29日,多云/多云,11℃/4℃,无持续风向1-2级/无持续风向1-2级
九江,2019年11月30日,小雨/小雨,11℃/6℃,北风1-2级/北风1-2级
武宁,2019年12月01日,小雨/多云,8℃/3℃,西北风1-2级/西北风1-2级
武宁,2019年12月02日,晴/晴,13℃/1℃,北风1-2级/北风1-2级
武宁,2019年12月03日,晴/晴,12℃/0℃,北风1-2级/北风1-2级
武宁,2019年12月04日,晴/晴,15℃/2℃,北风1-2级/北风1-2级
武宁,2019年12月05日,多云/阴,14℃/2℃,北风1-2级/北风1-2级
武宁,2019年12月06日,多云/晴,11℃/0℃,东风1-2级/东风1-2级
武宁,2019年12月07日,晴/晴,14℃/2℃,北风1-2级/北风1-2级
武宁,2019年12月08日,晴/晴,16℃/2℃,北风1-2级/北风1-2级
武宁,2019年12月09日,多云/多云,17℃/4℃,北风1-2级/北风1-2级
武宁,2019年12月10日,晴/晴,18℃/3℃,西风1-2级/西风1-2级
武宁,2019年12月11日,晴/晴,19℃/5℃,东北风3-4级/东北风3-4级
武宁,2019年12月12日,晴/晴,17℃/5℃,北风1-2级/北风1-2级
新建,2019年12月01日,小雨/多云,9℃/4℃,北风3-4级/北风3-4级
新建,2019年12月02日,晴/晴,14℃/5℃,北风3-4级/北风3-4级
新建,2019年12月03日,晴/晴,14℃/5℃,东北风1-2级/东北风1-2级
新建,2019年12月04日,晴/晴,16℃/6℃,东北风3-4级/东北风3-4级
新建,2019年12月05日,多云/多云,17℃/7℃,北风3-4级/北风3-4级
新建,2019年12月06日,晴/晴,14℃/4℃,北风3-4级/北风3-4级
新建,2019年12月07日,晴/晴,14℃/4℃,东北风1-2级/东北风1-2级
新建,2019年12月08日,晴/晴,16℃/5℃,东风1-2级/东风1-2级
新建,2019年12月09日,晴/晴,17℃/6℃,东南风1-2级/东南风1-2级
新建,2019年12月10日,晴/晴,19℃/7℃,南风1-2级/南风1-2级
新建,2019年12月11日,晴/晴,20℃/8℃,北风3-4级/北风3-4级
新建,2019年12月12日,晴/晴,19℃/9℃,东北风3-4级/东北风3-4级
庐山,2019年12月01日,小雨/多云,0℃/-3℃,西北风3-4级/西北风3-4级
庐山,2019年12月02日,小雪/晴,5℃/-4℃,北风3-4级/北风3-4级
庐山,2019年12月03日,晴/晴,6℃/-1℃,北风1-2级/北风1-2级
庐山,2019年12月04日,晴/晴,7℃/1℃,北风1-2级/北风1-2级
庐山,2019年12月05日,多云/阴,6℃/-3℃,北风1-2级/北风1-2级
庐山,2019年12月06日,多云/晴,3℃/-3℃,东北风3-4级/东北风3-4级
庐山,2019年12月07日,晴/晴,7℃/0℃,北风1-2级/北风1-2级
庐山,2019年12月08日,晴/晴,9℃/1℃,北风1-2级/北风1-2级
庐山,2019年12月09日,多云/多云,11℃/3℃,北风1-2级/北风1-2级
庐山,2019年12月10日,晴/晴,13℃/4℃,西风1-2级/西风1-2级
庐山,2019年12月11日,晴/晴,13℃/5℃,东北风4-5级/东北风4-5级
庐山,2019年12月12日,晴/晴,13℃/6℃,北风1-2级/北风1-2级
萍乡,2019年05月01日,晴/多云,26℃/13℃,东北风1-2级/东北风1-2级
萍乡,2019年05月02日,阵雨/多云,23℃/13℃,东北风1-2级/东北风1-2级
萍乡,2019年05月03日,多云/多云,28℃/16℃,东风1-2级/东风1-2级
萍乡,2019年05月04日,多云/多云,27℃/19℃,东北风1-2级/东北风1-2级
萍乡,2019年05月05日,小雨/小雨,22℃/17℃,东北风3-4级/东北风3-4级
萍乡,2019年05月06日,小雨/小雨,20℃/16℃,东北风3-4级/东北风3-4级
萍乡,2019年05月07日,小雨/小雨,19℃/13℃,东北风4-5级/东北风4-5级
萍乡,2019年05月08日,阵雨/阴,18℃/13℃,西北风1-2级/西北风1-2级
萍乡,2019年05月09日,多云/多云,26℃/16℃,东风1-2级/东风1-2级
萍乡,2019年05月10日,多云/多云,29℃/18℃,西风1-2级/西风1-2级
萍乡,2019年05月11日,多云/多云,32℃/19℃,西南风1-2级/西南风1-2级
萍乡,2019年05月12日,小雨/大雨,31℃/20℃,东南风1-2级/东南风1-2级
萍乡,2019年05月13日,中雨/阵雨,22℃/17℃,西北风1-2级/西北风1-2级
萍乡,2019年05月14日,多云/多云,27℃/18℃,东风1-2级/东风1-2级
萍乡,2019年05月15日,中雨/大雨,27℃/21℃,西风3-4级/西风3-4级
萍乡,2019年05月16日,阵雨/中雨,26℃/20℃,西风1-2级/西风1-2级
萍乡,2019年05月17日,阵雨/阵雨,27℃/20℃,西风1-2级/西风1-2级
萍乡,2019年05月18日,阵雨/雷阵雨,29℃/22℃,东南风1-2级/东南风1-2级
萍乡,2019年05月19日,中雨/小雨,27℃/20℃,东北风1-2级/东北风1-2级
萍乡,2019年05月20日,阴/多云,25℃/18℃,东北风1-2级/东北风1-2级
萍乡,2019年05月21日,多云/多云,25℃/18℃,西北风1-2级/西北风1-2级
萍乡,2019年05月22日,多云/晴,28℃/18℃,西风1-2级/西风1-2级
萍乡,2019年05月23日,多云/多云,32℃/20℃,东风1-2级/东风1-2级
萍乡,2019年05月24日,多云/多云,32℃/23℃,东南风1-2级/东南风1-2级
萍乡,2019年05月25日,阵雨/中雨,31℃/23℃,南风1-2级/南风1-2级
萍乡,2019年05月26日,中雨/暴雨,29℃/23℃,西南风3-4级/西南风3-4级
萍乡,2019年05月27日,大雨/阵雨,27℃/21℃,东北风1-2级/东北风1-2级
萍乡,2019年05月28日,多云/多云,27℃/18℃,东北风3-4级/东北风3-4级
萍乡,2019年05月29日,晴/多云,28℃/20℃,东北风1-2级/东北风1-2级
萍乡,2019年05月30日,阵雨/小雨,25℃/20℃,西南风1-2级/西南风1-2级
萍乡,2019年05月31日,阴/阵雨,25℃/19℃,西风1-2级/西风1-2级
赣州,2019年12月01日,阴/阴,12℃/8℃,北风3-4级/北风3-4级
赣州,2019年12月02日,多云/多云,14℃/4℃,西北风3-4级/西北风3-4级
赣州,2019年12月03日,多云/多云,17℃/3℃,北风3-4级/北风3-4级
赣州,2019年12月04日,多云/多云,17℃/4℃,北风4-5级/北风4-5级
赣州,2019年12月05日,多云/多云,17℃/5℃,东北风1-2级/东北风1-2级
赣州,2019年12月06日,多云/多云,15℃/4℃,东北风1-2级/东北风1-2级
赣州,2019年12月07日,晴/晴,17℃/1℃,北风3-4级/北风3-4级
赣州,2019年12月08日,晴/晴,17℃/4℃,北风1-2级/北风1-2级
南昌,2019年11月01日,多云/多云,26℃/15℃,东北风1-2级/东北风1-2级
南昌,2019年11月02日,晴/多云,27℃/17℃,北风1-2级/北风1-2级
赣州,2019年12月09日,晴/晴,19℃/3℃,北风1-2级/北风1-2级
赣州,2019年12月10日,晴/晴,20℃/2℃,北风1-2级/北风1-2级
赣州,2019年12月11日,晴/晴,23℃/4℃,东北风1-2级/东北风1-2级
赣州,2019年12月12日,晴/晴,23℃/6℃,西北风1-2级/西北风1-2级
南昌,2019年11月03日,多云/晴,27℃/16℃,北风3-4级/北风3-4级
南昌,2019年11月04日,晴/晴,25℃/14℃,北风4-5级/北风4-5级
南昌,2019年11月05日,晴/多云,23℃/15℃,东风3-4级/东风3-4级
南昌,2019年11月06日,阴/阴,22℃/16℃,东北风3-4级/东北风3-4级
南昌,2019年11月07日,多云/晴,23℃/13℃,北风3-4级/北风3-4级
南昌,2019年11月08日,晴/晴,23℃/13℃,东北风3-4级/东北风3-4级
南昌,2019年11月09日,晴/晴,23℃/12℃,东北风1-2级/东北风1-2级
南昌,2019年11月10日,晴/晴,24℃/12℃,西南风1-2级/西南风1-2级
南昌,2019年11月11日,多云/阴,25℃/14℃,东北风1-2级/东北风1-2级
南昌,2019年11月12日,阴/阴,22℃/17℃,东北风1-2级/东北风1-2级
南昌,2019年11月13日,阴/多云,19℃/12℃,北风4-5级/北风4-5级
南昌,2019年11月14日,晴/晴,21℃/11℃,东北风1-2级/东北风1-2级
南昌,2019年11月15日,晴/晴,25℃/13℃,东南风1-2级/东南风1-2级
南昌,2019年11月16日,晴/多云,27℃/16℃,南风1-2级/南风1-2级
南昌,2019年11月17日,多云/小雨,28℃/12℃,无持续风向5-6级/无持续风向5-6级
南昌,2019年11月18日,小雨/阴,11℃/8℃,无持续风向3-4级/无持续风向3-4级
南昌,2019年11月19日,多云/晴,16℃/8℃,东北风4-5级/东北风4-5级
南昌,2019年11月20日,晴/多云,18℃/9℃,东北风1-2级/东北风1-2级
南昌,2019年11月21日,多云/晴,19℃/10℃,东北风1-2级/东北风1-2级
南昌,2019年11月22日,晴/晴,23℃/12℃,东北风1-2级/东北风1-2级
南昌,2019年11月23日,晴/晴,26℃/15℃,西南风1-2级/西南风1-2级
南昌,2019年11月24日,多云/小雨,26℃/9℃,北风5-6级/北风5-6级
南昌,2019年11月25日,小雨/阴,9℃/7℃,北风5-6级/北风5-6级
南昌,2019年11月26日,阴/小雨,11℃/7℃,北风3-4级/北风3-4级
南昌,2019年11月27日,小雨/小雨,9℃/6℃,北风4-5级/北风4-5级
南昌,2019年11月28日,阴/多云,9℃/5℃,无持续风向1-2级/无持续风向1-2级
南昌,2019年11月29日,阴/阴,11℃/6℃,无持续风向1-2级/无持续风向1-2级
南昌,2019年11月30日,阴/阴,13℃/8℃,北风3-4级/北风3-4级
南昌,2019年12月01日,小雨/多云,9℃/4℃,北风3-4级/北风3-4级
南昌,2019年12月02日,晴/晴,14℃/4℃,北风3-4级/北风3-4级
南昌,2019年12月03日,晴/晴,14℃/5℃,东北风1-2级/东北风1-2级
南昌,2019年12月04日,晴/晴,16℃/5℃,东北风3-4级/东北风3-4级
南昌,2019年12月05日,多云/多云,16℃/7℃,北风3-4级/北风3-4级
南昌,2019年12月06日,晴/晴,14℃/4℃,北风3-4级/北风3-4级
南昌,2019年12月07日,晴/晴,14℃/3℃,东北风1-2级/东北风1-2级
南昌,2019年12月08日,晴/晴,15℃/4℃,东风1-2级/东风1-2级
南昌,2019年12月09日,晴/晴,17℃/5℃,西南风1-2级/西南风1-2级
南昌,2019年12月10日,晴/晴,19℃/6℃,南风1-2级/南风1-2级
南昌,2019年12月11日,晴/晴,20℃/7℃,北风3-4级/北风3-4级
南昌,2019年12月12日,晴/晴,19℃/8℃,东北风3-4级/东北风3-4级
九江,2019年12月01日,小雨/多云,8℃/3℃,西北风3-4级/西北风3-4级
九江,2019年12月02日,晴/晴,12℃/1℃,北风1-2级/北风1-2级
九江,2019年12月03日,晴/晴,12℃/1℃,北风1-2级/北风1-2级
九江,2019年12月04日,晴/晴,14℃/2℃,北风1-2级/北风1-2级
九江,2019年12月05日,多云/阴,13℃/1℃,北风3-4级/北风3-4级
九江,2019年12月06日,多云/晴,11℃/0℃,东北风3-4级/东北风3-4级
九江,2019年12月07日,晴/晴,13℃/2℃,北风1-2级/北风1-2级
九江,2019年12月08日,晴/晴,15℃/1℃,北风1-2级/北风1-2级
九江,2019年12月09日,多云/多云,17℃/5℃,北风1-2级/北风1-2级
九江,2019年12月10日,晴/晴,17℃/5℃,北风1-2级/北风1-2级
九江,2019年12月11日,晴/晴,18℃/6℃,东北风3-4级/东北风3-4级
九江,2019年12月12日,晴/晴,16℃/5℃,北风1-2级/北风1-2级
信丰,2019年11月01日,多云/多云,27℃/16℃,北风1-2级/北风1-2级
信丰,2019年11月02日,多云/多云,28℃/15℃,北风1-2级/北风1-2级
信丰,2019年11月03日,阴/多云,24℃/14℃,北风3-4级/北风3-4级
信丰,2019年11月04日,晴/晴,26℃/12℃,北风3-4级/北风3-4级
信丰,2019年11月05日,多云/多云,24℃/12℃,北风3-4级/北风3-4级
信丰,2019年11月06日,多云/多云,25℃/12℃,北风3-4级/北风3-4级
信丰,2019年11月07日,多云/多云,25℃/13℃,北风3-4级/北风3-4级
信丰,2019年11月08日,多云/多云,25℃/11℃,北风3-4级/北风3-4级
信丰,2019年11月09日,多云/晴,25℃/11℃,北风1-2级/北风1-2级
信丰,2019年11月10日,晴/晴,26℃/10℃,北风1-2级/北风1-2级
信丰,2019年11月11日,多云/多云,26℃/11℃,北风1-2级/北风1-2级
信丰,2019年11月12日,多云/多云,28℃/14℃,南风1-2级/南风1-2级
信丰,2019年11月13日,阴/晴,27℃/13℃,北风4-5级/北风4-5级
信丰,2019年11月14日,多云/多云,23℃/11℃,北风1-2级/北风1-2级
信丰,2019年11月15日,多云/多云,26℃/11℃,东北风1-2级/东北风1-2级
信丰,2019年11月16日,晴/晴,27℃/14℃,南风1-2级/南风1-2级
信丰,2019年11月17日,晴/阴,29℃/12℃,西南风1-2级/西南风1-2级
信丰,2019年11月18日,阴/阴,16℃/9℃,北风3-4级/北风3-4级
信丰,2019年11月19日,多云/多云,17℃/8℃,北风3-4级/北风3-4级
信丰,2019年11月20日,晴/晴,21℃/8℃,北风1-2级/北风1-2级
信丰,2019年11月21日,多云/晴,22℃/10℃,西风3-4级/西风3-4级
信丰,2019年11月22日,晴/晴,25℃/12℃,北风1-2级/北风1-2级
信丰,2019年11月23日,晴/多云,28℃/12℃,东北风1-2级/东北风1-2级
信丰,2019年11月24日,多云/阴,29℃/13℃,北风3-4级/北风3-4级
信丰,2019年11月25日,阴/阴,18℃/10℃,北风4-5级/北风4-5级
信丰,2019年11月26日,多云/阴,12℃/9℃,北风1-2级/北风1-2级
信丰,2019年11月27日,阴/阴,15℃/10℃,北风3-4级/北风3-4级
信丰,2019年11月28日,阴/阴,12℃/9℃,北风4-5级/北风4-5级
信丰,2019年11月29日,阴/多云,17℃/7℃,无持续风向1-2级/无持续风向1-2级
信丰,2019年11月30日,多云/阴,18℃/9℃,北风1-2级/北风1-2级
万年,2019年12月01日,小雨/多云,10℃/3℃,西北风1-2级/西北风1-2级
万年,2019年12月02日,晴/晴,12℃/1℃,北风1-2级/北风1-2级
万年,2019年12月03日,晴/晴,14℃/1℃,北风1-2级/北风1-2级
万年,2019年12月04日,晴/晴,15℃/2℃,北风1-2级/北风1-2级
万年,2019年12月05日,晴/多云,15℃/4℃,东北风3-4级/东北风3-4级
万年,2019年12月06日,阴/多云,14℃/0℃,东北风1-2级/东北风1-2级
万年,2019年12月07日,晴/晴,14℃/1℃,东北风1-2级/东北风1-2级
万年,2019年12月08日,晴/晴,15℃/1℃,东北风1-2级/东北风1-2级
万年,2019年12月09日,晴/晴,17℃/2℃,西南风1-2级/西南风1-2级
万年,2019年12月10日,晴/晴,20℃/2℃,西北风1-2级/西北风1-2级
万年,2019年12月11日,晴/晴,21℃/3℃,北风1-2级/北风1-2级
万年,2019年12月12日,晴/晴,21℃/4℃,东北风1-2级/东北风1-2级
南昌,2019年10月01日,晴/晴,35℃/24℃,北风3-4级/北风3-4级
南昌,2019年10月02日,晴/多云,35℃/25℃,东北风1-2级/东北风1-2级
南昌,2019年10月03日,多云/多云,36℃/26℃,东北风1-2级/东北风1-2级
南昌,2019年10月04日,晴/晴,36℃/26℃,东北风1-2级/东北风1-2级
南昌,2019年10月05日,晴/多云,32℃/22℃,北风5-6级/北风5-6级
南昌,2019年10月06日,多云/多云,29℃/20℃,北风4-5级/北风4-5级
南昌,2019年10月07日,多云/多云,29℃/21℃,北风3-4级/北风3-4级
南昌,2019年10月08日,阴/阴,25℃/18℃,北风3-4级/北风3-4级
南昌,2019年10月09日,多云/多云,26℃/19℃,东北风1-2级/东北风1-2级
南昌,2019年10月10日,晴/多云,33℃/23℃,西南风1-2级/西南风1-2级
南昌,2019年10月11日,阴/小雨,29℃/22℃,北风3-4级/北风3-4级
南昌,2019年10月12日,小雨/阴,26℃/20℃,北风4-5级/北风4-5级
南昌,2019年10月13日,小雨/阴,25℃/21℃,北风1-2级/北风1-2级
南昌,2019年10月14日,阴/阴,25℃/19℃,东北风1-2级/东北风1-2级
南昌,2019年10月15日,阴/多云,22℃/16℃,东北风4-5级/东北风4-5级
南昌,2019年10月16日,阴/阴,21℃/16℃,北风1-2级/北风1-2级
南昌,2019年10月17日,多云/多云,23℃/16℃,北风1-2级/北风1-2级
南昌,2019年10月18日,晴/晴,26℃/16℃,北风1-2级/北风1-2级
南昌,2019年10月19日,晴/晴,26℃/16℃,北风1-2级/北风1-2级
南昌,2019年10月20日,晴/晴,27℃/16℃,东北风1-2级/东北风1-2级
南昌,2019年10月21日,晴/多云,28℃/18℃,东北风1-2级/东北风1-2级
南昌,2019年10月22日,多云/阴,27℃/19℃,东北风4-5级/东北风4-5级
南昌,2019年10月23日,阴/多云,22℃/16℃,北风1-2级/北风1-2级
南昌,2019年10月24日,晴/多云,27℃/18℃,东北风3-4级/东北风3-4级
南昌,2019年10月25日,小雨/小雨,21℃/15℃,北风4-5级/北风4-5级
南昌,2019年10月26日,阴/小雨,18℃/14℃,北风1-2级/北风1-2级
南昌,2019年10月27日,小雨/小雨,17℃/15℃,北风1-2级/北风1-2级
南昌,2019年10月28日,多云/晴,21℃/13℃,西北风1-2级/西北风1-2级
南昌,2019年10月29日,晴/晴,24℃/12℃,东北风1-2级/东北风1-2级
南昌,2019年10月30日,晴/晴,24℃/13℃,东北风1-2级/东北风1-2级
南昌,2019年10月31日,晴/晴,26℃/14℃,东北风1-2级/东北风1-2级
信丰,2019年12月01日,阴/阴,12℃/8℃,北风4-5级/北风4-5级
信丰,2019年12月02日,多云/多云,15℃/5℃,北风4-5级/北风4-5级
信丰,2019年12月03日,多云/多云,17℃/3℃,北风3-4级/北风3-4级
信丰,2019年12月04日,多云/多云,17℃/4℃,北风4-5级/北风4-5级
信丰,2019年12月05日,多云/多云,17℃/5℃,北风4-5级/北风4-5级
信丰,2019年12月06日,多云/多云,15℃/3℃,北风4-5级/北风4-5级
信丰,2019年12月07日,晴/晴,17℃/1℃,北风3-4级/北风3-4级
信丰,2019年12月08日,晴/晴,17℃/3℃,北风1-2级/北风1-2级
信丰,2019年12月09日,晴/晴,19℃/1℃,北风1-2级/北风1-2级
信丰,2019年12月10日,晴/晴,20℃/1℃,北风1-2级/北风1-2级
信丰,2019年12月11日,晴/晴,23℃/3℃,北风1-2级/北风1-2级
信丰,2019年12月12日,晴/晴,23℃/4℃,北风1-2级/北风1-2级
信丰,2019年08月01日,雷阵雨/雷阵雨,34℃/24℃,东南风1-2级/东南风1-2级
信丰,2019年08月02日,雷阵雨/多云,34℃/25℃,东北风1-2级/东北风1-2级
信丰,2019年08月03日,小雨/多云,34℃/25℃,东风1-2级/东风1-2级
信丰,2019年08月04日,多云/雷阵雨,34℃/25℃,北风1-2级/北风1-2级
信丰,2019年08月05日,多云/多云,36℃/25℃,北风1-2级/北风1-2级
信丰,2019年08月06日,多云/多云,37℃/26℃,北风1-2级/北风1-2级
信丰,2019年08月07日,多云/多云,37℃/26℃,北风1-2级/北风1-2级
信丰,2019年08月08日,多云/多云,36℃/25℃,北风3-4级/北风3-4级
信丰,2019年08月09日,多云/多云,37℃/27℃,北风3-4级/北风3-4级
信丰,2019年08月10日,多云/多云,36℃/26℃,西北风4-5级/西北风4-5级
信丰,2019年08月11日,雷阵雨/多云,34℃/25℃,西北风3-4级/西北风3-4级
信丰,2019年08月12日,多云/多云,36℃/26℃,南风1-2级/南风1-2级
信丰,2019年08月13日,多云/多云,37℃/26℃,南风1-2级/南风1-2级
信丰,2019年08月14日,雷阵雨/雷阵雨,36℃/26℃,东南风1-2级/东南风1-2级
信丰,2019年08月15日,雷阵雨/多云,36℃/26℃,北风1-2级/北风1-2级
信丰,2019年08月16日,雷阵雨/多云,34℃/24℃,南风1-2级/南风1-2级
信丰,2019年08月17日,雷阵雨/多云,35℃/24℃,西南风1-2级/西南风1-2级
信丰,2019年08月18日,雷阵雨/多云,36℃/26℃,东南风1-2级/东南风1-2级
信丰,2019年08月19日,多云/多云,36℃/25℃,东北风1-2级/东北风1-2级
